Key,English [en-GB],French,German,Spanish
Consoles/GUI_SETTINGS_CONTROLS_MERCENARY_CARDS,Mercenary Cards,Cartes mercenaires,Söldnerkarten,Cartas de mercenario
Consoles/GUI_SETTINGS_CONTROLS_MOVE_CAMERA,Move Camera | Move List,Déplacer la caméra | Déplacer la liste,Kamera bewegen | Umzugsliste,Mover cámara | Lista de movimientos
Consoles/GUI_SETTINGS_CONTROLS_PING_A_TILE,Ping a Tile,Ping une tuile,Pingen Sie eine Kachel,Hacer ping a un mosaico
Consoles/GUI_SETTINGS_CONTROLS_ROTATE_CAMERA,Rotate Camera,Faire pivoter la caméra,Kamera drehen,Girar cámara
Consoles/GUI_SETTINGS_CONTROLS_SCREENSHOT,Screenshot | Start Video,Capture d'écran | Démarrer la vidéo,Screenshot | Videos starten,Captura de pantalla | Iniciar vídeo
Consoles/GUI_SETTINGS_CONTROLS_SCREENSHOT_SYSTEM,Screenshot | Start Video (SYSTEM),Capture d'écran | Démarrer la vidéo (SYSTÈME),Screenshot | Video starten (SYSTEM),Captura de pantalla | Vídeo de inicio (SISTEMA)
Consoles/GUI_SETTINGS_CONTROLS_SELECT,Select | Confirm Selection (HOLD),Sélectionnez | Confirmer la sélection (LONG),Wählen Sie | Auswahl bestätigen (HOLD),Seleccionar | Confirmar selección (MANTENER)
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_CARDS,Switch Cards,Changer de cartes,Karten wechseln,Cambiar tarjetas
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_ITEMS,Switch Items,Changer d'éléments,Artikel wechseln,Cambiar elementos
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_ITEMS_SECTION,Switch Items | Switch Section,Changer d'éléments | Commutateur de section,Elemente wechseln | Abschnitt wechseln,Cambiar artículos | Sección de interruptores
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_MERCENARY,Switch Mercenary,Changer de mercenaire,Söldner wechseln,cambiar de mercenario
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_MERCENARY_SELL_BUY,Switch Mercenary | Merchant Filter,Changer de mercenaire | Filtre Marchand,Söldner wechseln | Händlerfilter,Cambiar Mercenario | Filtro de Comerciante
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_ROOM,Switch Room,Changer de chambre,Schaltraum,Cambiar de habitación
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_SECTION,Switch Section,Commutateur de section,Abschnitt wechseln,Sección de interruptores
Consoles/GUI_SETTINGS_CONTROLS_ZOOM_CAMERA,Zoom Camera | Use Scrollbar,Caméra Zoom | Utiliser la barre de défilement,Zoom-Kamera | Verwenden Sie die Bildlaufleiste,Zoom de cámara | Usar barra de desplazamiento
Consoles/GUI_SIGNOUT_CONFIRMATION_MESSAGE,You will be signed out from your user profile and will be returned to the sign in screen. Do you want to continue?,Vous serez déconnecté de votre profil d'utilisateur et serez renvoyé à l'écran de connexion. Voulez-vous continuer?,Sie werden von Ihrem Benutzerprofil abgemeldet und kehren zum Anmeldebildschirm zurück. Möchtest du fortfahren?,Se cerrará la sesión de su perfil de usuario y volverá a la pantalla de inicio de sesión. ¿Quieres continuar?
Consoles/GUI_SIGNOUT_CONFIRMATION_TITLE,Warning,Avertissement,Warnung,Advertencia
Consoles/GUI_SIGNOUT_POPUP_MESSAGE,You have been returned to the title home screen because your user profile signed out.,Vous avez été renvoyé à l'écran d'accueil du titre car votre profil d'utilisateur s'est déconnecté.,"Sie wurden zum Startbildschirm des Titels zurückgeleitet, weil Sie sich mit Ihrem Benutzerprofil abgemeldet haben.",Ha regresado a la pantalla de inicio del título porque su perfil de usuario cerró la sesión.
Consoles/GUI_SIGNOUT_POPUP_TITLE,Warning,Avertissement,Warnung,Advertencia
Consoles/GUI_STREAMING_INSTALL_IN_PROGRESS,Game files are being downloaded right now. Until the download is not complete you are welcome get acquainted with the rules and the game by playing trough Tutorial.,,,
Consoles/GUI_SWITCH_PROFILE,Switch Profile,Changer de profil,Profil wechseln,Cambiar perfil
Consoles/GUI_VERSION,Version: ,Version: ,Ausführung:,Versión:
Consoles/GUI_VIEW_PROFILE,View Profile,Voir le profil,Profil anzeigen,Ver perfil
Consoles/GUI_VOICE_CHAT_HEADER_LABEL,Voice Chat,Chat Vocal,Sprachchat,Chat por Voz
Consoles/GUI_WAIT_FOR_HOST_TIP,Wait for the Host,Attendre l'hôte,Warte auf den Host,Espera al anfitrión.
Consoles/Hatchet_SKIN_ALT,Alternative costume,Déguisement alternatif,Alternatives Kostüm,Traje alternativo
Consoles/INTRO_CITY_QUEST_CONTROLLER,"You’ve unlocked a City Quest!
You can use {PREVIOUS_SHIELD_TAB} or {NEXT_SHIELD_TAB} to inspect the Town Options and use {UI_SUBMIT} to <color=#EACF8C>select the City Map</color>, or directly selecting Gloomhaven on the World Map or by selecting the new Quest in the Log.   
","Vous avez débloqué une City Quest !
Vous pouvez utiliser {PREVIOUS_SHIELD_TAB} ou {NEXT_SHIELD_TAB} pour inspecter les options de la ville et utiliser {UI_SUBMIT} pour <color=#EACF8C>sélectionner le plan de la ville</color>, ou sélectionner directement Gloomhaven sur la carte du monde ou en sélectionnant la nouvelle quête dans le journal.","Du hast eine Stadtquest freigeschaltet!
Sie können {PREVIOUS_SHIELD_TAB} oder {NEXT_SHIELD_TAB} verwenden, um die Stadtoptionen zu überprüfen, und {UI_SUBMIT} verwenden, um <color=#EACF8C>die Stadtkarte auszuwählen</color>, oder Gloomhaven direkt auf der Weltkarte auswählen oder die neue Quest auswählen im Protokoll.","¡Has desbloqueado una City Quest!
Puedes usar {PREVIOUS_SHIELD_TAB} o {NEXT_SHIELD_TAB} para inspeccionar las opciones de la ciudad y usar {UI_SUBMIT} para <color=#EACF8C>seleccionar el mapa de la ciudad</color>, o seleccionando directamente Gloomhaven en el mapa mundial o seleccionando la nueva misión en el Registro."
Consoles/Intro_Quest_CONTROLLER,Now might be a good time to go through the Mercs <color=#EACF8C>Ability Cards and Inventory</color> to make sure they are battle ready. In the Quest Description you can see the enemies you’ll face. Inspect their stats by pushing {MOVE_CAMERA_RIGHT}.,"Le moment est sans doute bien choisi pour regarder <color=#EACF8C>les cartes de capacité et l'inventaire</color> de vos mercenaires, afin de vous assurer qu'ils sont prêts au combat. La description de la quête vous montre les adversaires que vous allez devoir affronter. Vous pouvez voir leurs caractéristiques en appuyant sur le stick droit {MOVE_CAMERA_RIGHT}.","Jetzt wäre ein guter Zeitpunkt, um einen Blick auf <color=#EACF8C>Fertigkeitskarten und Inventare</color> der Söldner zu werfen. Schließlich wollen wir sicherstellen, dass sie für den Kampf gerüstet sind. Die Quest-Beschreibung verrät dir, welche Gegner dich dort erwarten. Drücke {MOVE_CAMERA_RIGHT} nach rechts, um ihre Werte zu sehen.","Este podría ser un buen momento para repasar <color=#EACF8C>el inventario y las cartas de Capacidad</color> de los mercenarios, para asegurarte de que están listos para el combate. En la descripción de la misión, podrás ver a los enemigos a los que te enfrentarás. Pulsa el stick derecho {MOVE_CAMERA_RIGHT} para ver sus atributos."
Consoles/LEARN_MORE,Learn more,En Savoir Plus, Erfahren Sie Mehr,Aprender Más
Consoles/LOADING_TIP_CONSOLE_001,Try to take damage to your hit points over burning cards – it's often easier to regain health than recover burned cards.,Encaissez les dégâts en sacrifiant vos points de vie plutôt que vos cartes. Il est souvent plus simple de soigner vos blessures que de récupérer les cartes détruites.,"Versuche, Schaden über deine Trefferpunkte einzustecken, statt Karten zu verbrennen - Gesundheit zurückzuerlangen ist oft einfacher, als verbrannte Karten zurückzubekommen.","Prioriza el perder puntos de vida antes de quemar cartas. A menudo, es más fácil recuperar salud que recuperar cartas quemadas."
Consoles/LOADING_TIP_CONSOLE_002,Watch out for traps! You can see them glinting occasionally to help you spot them.,Méfiez-vous des pièges ! De légers scintillements peuvent vous aider à les repérer.,"Nimm dich vor Fallen in Acht! Manchmal blinken sie, sodass du sie leichter entdecken kannst.","¡Cuidado con las trampas! A veces brillarán un poco, lo cual te ayudará a localizarlas."
Consoles/LOADING_TIP_CONSOLE_003,You can use Push and Pull abilities to force enemies onto traps.,Vous pouvez utiliser la Poussée et la Traction pour projeter l'adversaire sur des pièges.,"Du kannst Schieben- und Ziehen-Fertigkeiten benutzen, um Gegner in Fallen zu drängen.",Puedes usar las capacidades de Empujón y Tirón para hacer caer a los enemigos en las trampas.
Consoles/LOADING_TIP_CONSOLE_004,"Look for synergies not only between your cards, but also the cards of your other party members.","Trouvez des synergies entre vos cartes, ainsi qu'avec celles des autres membres de la compagnie.","Suche nicht nur zwischen deinen Karten, sondern auch denen der anderen Mitglieder deiner Gruppe nach Synergien.","Busca sinergias no solo entre tus cartas, sino también entre las cartas de los demás miembros del grupo."
Consoles/LOADING_TIP_CONSOLE_005,"Move abilities on the top half of a card and Attack abilities on the bottom half of a card are uncommon, but can be especially useful.","Les capacités de déplacement sont rares sur les actions supérieures, tout comme les capacités d'attaque sur les actions inférieures, mais elles peuvent être particulièrement utiles.","Bewegungsfertigkeiten auf der oberen Hälfte einer Karte und Angriffsfertigkeiten auf der unteren Hälfte einer Karte sind ungewöhnlich, können aber besonders nützlich sein.","Es poco común encontrarse capacidades de movimiento de la parte superior de una carta y capacidades de Ataque de la mitad inferior, pero pueden ser especialmente útiles."
Consoles/LOADING_TIP_CONSOLE_006,You can adjust the difficulty to your liking if you find yourself struggling or craving a challenge.,"Ajustez la difficulté comme bon vous semble, que vous soyez bloqué ou en quête de défi.","Du kannst die Schwierigkeit anpassen, wenn dir etwas zu schwierig ist oder du Lust auf eine größere Herausforderung hast.","Si te está costando avanzar o si ansías un buen desafío, podrás ajustar la dificultad a tu gusto."
Consoles/LOADING_TIP_CONSOLE_007,Consider whether you want to act early or late in a round – letting the enemy move towards you first can be advantageous.,Réfléchissez bien au moment où vous voulez agir dans un round. Laisser l'adversaire approcher en premier peut jouer en votre faveur.,"Denke darüber nach, ob du lieber früh oder später in einer Runde aktiv werden willst - es kann von Vorteil sein, den Gegner zunächst auf dich zukommen zu lassen.",Plantéate si quieres actuar pronto o tarde en una ronda. Puede ser ventajoso dejar que el enemigo avance hacia ti primero.
Consoles/LOADING_TIP_CONSOLE_008,"To consume elements to augment an ability, click the toggles that appear before confirming targets for the ability.","Pour consommer des éléments et amplifier une capacité, cliquez sur les symboles correspondants avant de confirmer vos cibles.","Um Elemente zum Aufwerten einer Fertigkeit zu verbrauchen, klicke vor dem Bestätigen der Ziele für die Fertigkeit auf die Umschalt-Felder.","Para consumir elementos que aumenten una capacidad, haz clic en las opciones que aparecen antes de confirmar los objetivos de dicha capacidad."
Consoles/LOADING_TIP_CONSOLE_009,Be prepared for more enemies when you open a door to another room!,Préparez-vous à affronter de nouveaux adversaires chaque fois que vous ouvrez une porte menant dans une autre salle !,"Sei auf weitere Gegner gefasst, wenn du eine Tür zu einem anderen Raum öffnest.",¡Prepárate para enfrentarte a más enemigos en cuanto abras la puerta de otra sala!
Consoles/LOADING_TIP_CONSOLE_010,"Choose your party before travelling – once you are on your way, you can no longer switch out party members.","Constituez votre compagnie avant de partir à l'aventure. Une fois sur la route, vous ne pourrez plus modifier sa composition.","Wähle vor der Reise deine Gruppe aus - wenn du bereits unterwegs bist, kannst du Gruppenmitglieder nicht mehr auswechseln.","Elige tu grupo antes de viajar. Una vez hayáis iniciado el viaje, no podrás cambiar a los miembros del grupo."
Consoles/LOADING_TIP_CONSOLE_011,"For those really tough missions in Guildmaster mode, consider seeking a blessing from the Temple beforehand.","Pour les missions les plus difficiles du mode Maître de Guilde, pensez à aller chercher une bénédiction au temple avant de vous mettre en route.",Für die richtig harten Missionen im Gildenmeister-Modus kannst du dir vorher einen Segen vom Tempel geben lassen.,"Para esas misiones tan complejas del modo Hermandad, plantéate la opción de buscar, antes de nada, una bendición del Templo."
Consoles/LOADING_TIP_CONSOLE_012,Guildmaster's Job quests have a chance of spawning a chest – be sure to loot it before finishing the scenario objectives!,Les quêtes de vocation du Maître de guilde peuvent contenir un coffre. N'oubliez pas de le piller avant de remplir le dernier objectif du scénario !,"Bei Auftragsquests für den Gildenmeister besteht die Chance, dass eine Truhe erscheint - plündere sie, ehe du die Szenario-Ziele abschließt!",Las misiones de trabajo de Hermandad tienen una opción de generar un cofre. ¡Asegúrate de saquearlo antes de completar los objetivos del escenario!
Consoles/LOADING_TIP_CONSOLE_013,Be careful when equipping new Items – they'll be bound to that mercenary. You'll have to pay to re-equip them elsewhere.,"Réfléchissez bien avant d'équiper un personnage de nouveaux objets. Ils seront en effet ensuite liés à celui qui les reçoit, et vous devrez payer si vous souhaitez les donner à un autre mercenaire.","Vorsicht beim Anlegen von neuen Gegenständen - sie sind an den entsprechenden Söldner gebunden. Du musst zahlen, wenn du sie bei jemand anderem ausrüsten willst.","Ten cuidado cuando equipes objetos nuevos, ya que se vincularán a ese mercenario. Tendrás que pagar para volver a equiparlos en otro mercenario."
Consoles/LOADING_TIP_CONSOLE_014,"You can unlock more enhancement types by completing achievements, and more slots per mercenary by exploring the map.","Vous pouvez débloquer plus d'améliorations en accomplissant des Hauts Faits, et plus d'emplacements par mercenaire en explorant la carte.","Du kannst weitere Verbesserungstypen freischalten, indem du Erfolge abschließt, und weitere Plätze pro Söldner, indem du die Karte erkundest.","Puedes desbloquear más tipos de mejora si completas logros. Para desbloquear más espacios por mercenario, explora el mapa."
Consoles/LOADING_TIP_CONSOLE_015,Guildmaster's Travel and Job quests scale as you play through the game. Story and Relic quests tend to be tougher!,Les quêtes de voyage et de vocation du Maître de guilde s'ajustent à votre niveau au fil du jeu. Les quêtes de relique et d'histoire sont généralement plus difficiles !,Reise- und Auftragsquests für den Gildenmeister passen sich im Laufe des Spiels an. Geschichten- und Relikt-Quests sind meistens schwieriger.,Las misiones de trabajo y de viajar de Hermandad van aumentado su dificultad a medida que avanzas en el juego. ¡Las misiones de historia y reliquia suelen ser más duras!
Consoles/LOADING_TIP_CONSOLE_016,Not all scenarios require all enemies to be killed to be completed – be sure to check your objectives.,Il n'est pas toujours nécessaire de tuer tous les adversaires pour finir un scénario. Vérifiez bien quels sont les objectifs qui vous sont assignés.,"Nicht bei allen Szenarien ist es nötig, sämtliche Gegner zu töten, um sie abzuschließen - sieh dir deine Ziele an.",No en todos los escenarios es necesario que mueran todos los enemigos para que completarlos. Asegúrate de revisar bien los objetivos.
Consoles/LOADING_TIP_CONSOLE_017,"Allies can be helpful in scenarios, but are often a little reckless – try to divert attacks from them to keep them alive!","Les alliés peuvent s'avérer très utiles au cours des scénarios, mais ils ont aussi tendance à être très intrépides. Essayez d'attirer vers vous les attaques qui les prennent pour cible afin de les garder en vie !","Verbündete können bei Szenarien nützlich sein, verhalten sich aber gern etwas leichtsinnig - versuche auf Verbündete gerichtete Angriffe abzulenken, damit sie am Leben bleiben.","Los aliados pueden ser útiles en los escenarios, pero, a veces, son demasiado imprudentes. ¡Intenta evitar que los ataquen para mantenerlos con vida!"
Consoles/LOADING_TIP_CONSOLE_018,"If you are unsure if you will get to act early or late, consider picking a pair of cards that can be useful regardless of when you get to act.","Si vous ne savez pas si vous agirez avant ou après vos adversaires, essayez de choisir deux cartes qui vous seront utiles quel que soit le moment où viendra votre tour.","Wenn du nicht sicher bist, ob du früher oder später in der Runde zum Zug kommst, such dir Karten aus, die auf jeden Fall nützlich sein werden.","Si no sabes si vas a actuar pronto o tarde, plantéate la opción de coger un par de cartas que puedan serte útiles en todos los casos posibles."
Consoles/LOADING_TIP_CONSOLE_019,"Observe the enemy moves and learn their decks and abilities. Some creatures are consistently fast and others slow, which is knowledge you can use to your advantage.","Observez les déplacements de vos adversaires et apprenez à connaître leur deck et leurs capacités. Certaines créatures sont par exemple toujours rapides et d'autres lentes, ce qui est toujours bon à savoir.","Beobachte die Bewegungen der Gegner und lerne ihre Decks und Fertigkeiten kennen. Manche Kreaturen sind immer schnell und andere immer langsam, das kannst du zu deinem Vorteil nutzen.",Observa los movimientos del enemigo y apréndete sus mazos y capacidades. Algunas criaturas suelen ser siempre rápidas y otras suelen ser siempre lentas; es una información que podría serte muy útil.
